entry_id,source_text(原文),translation_zh(译文)
dialogue|14|185|Dialogue Text,But it is too stubborn to leave. I suspect Bessy of feeding it.,"可它太犟,怎么都不肯走。我怀疑是贝茜在喂它。"
dialogue|14|186|Dialogue Text,"The world, I grant you, has changed. More things are possible that once were not.","世界,我承认,是变了。从前不可能的事,如今更多了。"
dialogue|14|187|Dialogue Text,"But, sincerely, I doubt it has the wits to be a spy.","但说真的,我怀疑它有没有当探子的脑子。"
dialogue|14|188|Dialogue Text,"If that is so, I wish she had been less generous.","若果真如此,我倒希望她别这么大方。"
dialogue|14|189|Dialogue Text,"Rich, too.",而且还阔绰。
dialogue|14|18|Dialogue Text,[Done],完成。
dialogue|14|190|Dialogue Text,I suppose.,算是吧。
dialogue|14|191|Dialogue Text,"A difficult term to define, where the [[Cross]]-nature manifests. Perhaps better to say that he will advance.","一个难以定义的说法,尤其当[[介壳种]]本性显现时。或许更妥当的说法是,他将继续前行。"
dialogue|14|192|Dialogue Text,"She has Icarian sympathies. This place, I think, is touched by the Incorporates. Is there any... friction?","她有伊加利亚主义的同情倾向。这个地方,我觉得,沾染着集团的气息。可有什么……龃龉吗?"
dialogue|14|193|Dialogue Text,I should not discuss the health of other guests. But I can say that there is some reason for optimism.,"我不该谈论其他客人的健康状况。但我可以说,有理由乐观。"
dialogue|14|194|Dialogue Text,"This is a place of healing and refuge, M. Hobson. A house of science.","这是处疗愈与庇护之所,霍布森先生。一栋科学的宅邸。"
dialogue|14|195|Dialogue Text,"Is she a patient, or an experimental subject?","她是病人,还是实验对象?"
dialogue|14|196|Dialogue Text,Commendable.,可敬。
dialogue|14|197|Dialogue Text,I find it more fruitful not to limit myself to narrowly binary ontologies.,"我发现,不把自己局限在狭隘的二元本体论里,更有收获。"
dialogue|14|198|Dialogue Text,Orderlies come and go.,护工们来来去去。
dialogue|14|199|Dialogue Text,"A charming young woman with, I dare say, unsuspected depths.","一位迷人的年轻女子,我敢说,藏着出人意料的深邃。"
dialogue|14|1|Dialogue Text,Very well. Tell me what comes to mind when I say each of these things.,很好。听我说出这些词，告诉我你各自想起什么。
dialogue|14|200|Dialogue Text,"She's staff, or a patient, or...?","她是职员,还是病人,还是……?"
dialogue|14|202|Dialogue Text,General chatter,闲谈
dialogue|14|203|Dialogue Text,[Exit],[离开]
dialogue|14|205|Dialogue Text,The doctor observes my dressing gown.,医生打量起我的睡袍。
dialogue|14|206|Dialogue Text,He makes a note.,他记了一笔。
dialogue|14|207|Dialogue Text,"Interesting. Did you wear this to offer defiance, perhaps? Or is it a token of intimacy?","有意思。你穿这个,是为了挑衅,也许?还是亲昵的凭证?"
dialogue|14|208|Dialogue Text,[Yawn rudely.],[粗鲁地打了个哈欠。]
dialogue|14|209|Dialogue Text,[Smile encouragingly.],[鼓励地笑了笑。]
dialogue|14|20|Dialogue Text,'Hour.' You believe in these 'Hours'? These 'secret gods'?,「司辰。」你相信这些「司辰」？这些「隐秘之神」？
dialogue|14|210|Dialogue Text,[Wink saucily.],[俏皮地眨了眨眼。]
dialogue|14|211|Dialogue Text,He makes another note.,他又记了一笔。
dialogue|14|24|Dialogue Text,Lorem ipsum?,Lorem ipsum？
dialogue|14|25|Dialogue Text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit - [[Skills]] - sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat...","Lorem ipsum dolor sit amet, consectetur adipiscing elit - [[技艺]] - sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat……"
dialogue|14|26|Dialogue Text," Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.","Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
dialogue|14|28|Dialogue Text,Tell me about your dream. The dream of the stair.,跟我讲讲你的梦。楼梯之梦。
dialogue|14|29|Dialogue Text,It's not the worst. But it's not much fun.,不是最糟的。但也不怎么愉快。
dialogue|14|2|Dialogue Text,'The Thunderskin.',「轰雷之皮。」
dialogue|14|30|Dialogue Text,It's almost every night...,几乎每晚都会……
dialogue|14|31|Dialogue Text,<i>Almost</i> every night?,<i>几乎</i>每晚？
dialogue|14|32|Dialogue Text,"I'm high up - very high up. There is a flight of stairs, stretching down into the dark. It is light by torches. Someone will come. I will guard against them...",我在高处——很高的地方。有一段楼梯，向下延伸进黑暗。火把照亮着它。会有人来。我得防着他们……
dialogue|14|33|Dialogue Text,"When I've spent the day as my outer self, I don't dream about it.",当我以「外在的我」度过一整天，便不会梦见它。
dialogue|14|34|Dialogue Text,"'Your outer self'. We will talk more about that later. But for now, tell me the dream.",「你的外在自我。」这个我们稍后再详谈。眼下，先讲那个梦。
dialogue|14|35|Dialogue Text,Which is the worst?,哪个最糟？
dialogue|14|36|Dialogue Text,The dream of the wood. I don't like the dark.,树林之梦。我不喜欢黑暗。
dialogue|14|37|Dialogue Text,The dream of worms. [Shudder],蠕虫之梦。打了个寒颤。
dialogue|14|38|Dialogue Text,We will need to speak of it later. But let's not make you suffer today. It is such a lovely morning... tell me about the dream of the stair.,我们改日再谈它。今天就不让你受罪了。多么可爱的早晨……给我讲讲楼梯之梦吧。
dialogue|14|39|Dialogue Text,<i>Hélas</i>; my little sin is exposed.,<i>唉</i>；我的小罪过败露了。
dialogue|14|3|Dialogue Text,"[HOROMACHISTRY] 'He cannot be stilled; he demands the dance; he is beaten, like a drum.'",司辰学。「他无法静止；他渴求舞蹈；他遭人敲打，如同鼓面。」
dialogue|14|41|Dialogue Text,Then you don't provide any... little luxuries... for Strathcoyne?,这么说，你从不为斯特拉斯科因提供任何……小小的奢侈……？
dialogue|14|43|Dialogue Text,[Aubière draws a slip of printed paper from his pocket and passes it to me.] Here is the proof of it. Now. I propose to put this sordid matter behind us. I look forward to speaking of happier things.,奥比埃从口袋里掏出一张印刷纸条，递给我。这就是证据。现在，我提议把这桩不光彩的事抛到脑后。我盼着谈些更愉快的事。
dialogue|14|46|Dialogue Text,So...,那么……
dialogue|14|47|Dialogue Text,"Do you ever make use of the black market, Doctor?",医生，你可曾用过黑市？
dialogue|14|48|Dialogue Text,"'Black market'. It's a diffuse concept, is it not? Of course one makes certain... informal transactions. But nothing that would interest the authorities.",「黑市。」这是个含混的概念，不是吗？当然，人难免会做某些……非正式的买卖。但绝无会让当局感兴趣的事。
dialogue|14|4|Dialogue Text,[Evade] Sounds dangerous.,回避。听起来很危险。
dialogue|14|50|Dialogue Text,"I see. Never mind, then.",我明白了。那就算了。
dialogue|14|51|Dialogue Text,<i>À bientôt.</i>,<i>回头见。</i>
dialogue|14|52|Dialogue Text,"Cut it out, Aubière. You're taking back-handers from Strathcoyne to get him Cuban cigars.",别装了，奥比埃。你从斯特拉斯科因那儿收好处费，替他搞古巴雪茄。
dialogue|14|53|Dialogue Text,[Say nothing; place a cigar carefully on Aubière's desk; shake my head regretfully.],一言不发；把一支雪茄轻轻放在奥比埃的桌上；遗憾地摇摇头。
dialogue|14|54|Dialogue Text,"Aubière picks up the cigar and runs it under his nose, smiling his smile of scrupulous cleanness.",奥比埃拿起雪茄，放到鼻下嗅了嗅，露出他那副一丝不苟的干净笑容。
dialogue|14|55|Dialogue Text,"But it is a such a little sin, is it not, M. Hobson? I hardly think you would wish to waste the time of the police with this. And I am a man of some standing in Antibes.",可这是多么微小的罪过，不是吗，霍布森先生？我想，你总不至于想为这点事浪费警察的时间。何况，我在昂蒂布也算有些声望。
dialogue|14|56|Dialogue Text,But your Incorporate masters might take a dim view of your private operations.,但你的集团主子们，怕是会对你的私下勾当大为不满。
dialogue|14|57|Dialogue Text,"A <i>very</i> little sin. And I'm sorry that I've come to you in this sordid way. Tell me what I need to know, and we need never speak of it again.",一个<i>非常</i>微小的罪过。我也抱歉，以这般不光彩的方式来找你。告诉我我想知道的，我们便再也不用提起此事。
dialogue|14|58|Dialogue Text,"[Fold my arms, remain impassive.]",抱起双臂，不动声色。
dialogue|14|59|Dialogue Text,"[Sigh regretfully, shrug more regretfully, wait.]","[遗憾地叹口气,更遗憾地耸耸肩,然后等着。]"
dialogue|14|5|Dialogue Text,[Lie] 'Thunderskin?' I've never heard of it.,谎话。「轰雷之皮？」我从没听说过。
dialogue|14|60|Dialogue Text,Very well. [[Nina Lagasse]]?,那好吧。[[尼娜·拉加斯]]?
dialogue|14|61|Dialogue Text,[[Nina Lagasse]].,[[尼娜·拉加斯]]。
dialogue|14|63|Dialogue Text,[[Nina Lagasse]]. And whatever cash you might have in that desk of yours.,[[尼娜·拉加斯]]。还有你那张书桌里可能放着的现钞。
dialogue|14|64|Dialogue Text,[Dr Aubière's smile falters; it becomes tinged with sorrow. But he opens a drawer and places a crisp wad of notes on to the desk.] There. As to the other matter...,"[奥比埃医生的笑容微微僵住,染上一丝哀色。但他还是拉开抽屉,把一沓崭新的钞票放到桌上。]钱在这。至于另一件事……"
dialogue|14|65|Dialogue Text,"Mlle Lagasse travels with a circus. She left it to come here; she left here to catch up with it. The name of the circus was <i>Rosa Mundi</i>, and its next destination was the city of Mimata. That is as much as I know.","拉加斯小姐跟着一个马戏团四处巡游。她离开马戏团来到此地;离开此地,是为了赶回去。那马戏团名叫<i>罗莎·蒙迪</i>,下一站是米玛塔城。我所知道的,仅此而已。"
dialogue|14|66|Dialogue Text,"Of course, Doctor. I'm sorry to have troubled you.","当然,医生。打扰您了,抱歉。"
dialogue|14|67|Dialogue Text,[Smile nastily.],[不怀好意地笑了笑。]
dialogue|14|68|Dialogue Text,[Smile enigmatically.],[高深莫测地笑了笑。]
dialogue|14|70|Dialogue Text,"M. Hobson, I have lost a trinket. A little silver coin I'm certain it was on my desk when we spoke. Do you know what might possibly have happened to it?","霍布森先生,我丢了件小玩意儿。一枚小小的银币,我记得咱们说话的时候它还放在我桌上。你知道它可能上哪儿去了吗?"
dialogue|14|71|Dialogue Text,"Come now, doctor. I have my quirks, but I've never been a petty thief. [Smile amiably.]","得了吧,医生。我确实有些怪癖,但从来不做小偷小摸的事。[和气地笑了笑。]"
dialogue|14|72|Dialogue Text,[Bristle Englishly] Really? [Pause] Really!,[摆出英国人的派头]真的?[顿了顿]真的!
dialogue|14|73|Dialogue Text,"Interesting. An effect of the Wars, you know. As the onteiric order crumbles, it becomes much easier to lose things. I'm astonished I have any socks left at , for instance.","有意思。战争的效应,你知道。太虚的秩序一旦崩解,丢东西就容易得多。我倒很惊讶自己现在还能剩几双袜子呢,比如说。"
dialogue|14|75|Dialogue Text,Humm. I'm sorry to have troubled you. I'm sure it's somewhere. It's probably somewhere.,"唔。打扰你了,抱歉。肯定在什么地方。大概在什么地方吧。"
dialogue|14|76|Dialogue Text,Humm. I suppose we'll see.,唔。我想我们总会知道的。
dialogue|14|77|Dialogue Text, [Return the silver spintria.]I apologise. I submitted to an ignoble impulse., [归还那枚银币。]我道歉。我屈从于一念之鄙。
dialogue|14|79|Dialogue Text,Humm.,唔。
dialogue|14|7|Dialogue Text,The Thunderskin is the Heart Relentless: the Hour that preserves.,轰雷之皮即不息之心：那位守护的司辰。
dialogue|14|80|Dialogue Text,Oh! Well. Thank you. It is forgotten.,哦!好吧。谢谢你。这事就翻篇了。
dialogue|14|81|Dialogue Text,Was there anything else?,还有别的事吗?
dialogue|14|82|Dialogue Text,What shall we talk about today?,我们今天聊点什么?
dialogue|14|84|Dialogue Text,An acquaintance...,一个旧识……
dialogue|14|89|Dialogue Text,[[Nina Lagasse]]. Again.,[[尼娜·拉加斯]]。还是她。
dialogue|14|8|Dialogue Text,"You are religious, I see.",看得出，你信教。
dialogue|14|91|Dialogue Text,"I have reconsidered, Monsieur Hobson. I am ready to tell you where you might find her.","我重新考虑过了,霍布森先生。我准备告诉你去哪儿找她。"
dialogue|14|92|Dialogue Text,Really?,真的?
dialogue|14|94|Dialogue Text,"I wonder - I wonder if you find it comforting, perhaps. I mean that in these times, all of us must make hard choices - decisions about where to take our lives. While you are so fixated on Mme Lagasse, you do not need to consider other matters. You are like a questing knight, perhaps, freed from the quotidian.","我在想——我在想,这或许令你安心。我的意思是,在这年月,我们谁都得做出艰难的选择——决定要把人生带向何方。而当你如此专注地追着拉加斯夫人,就不必再考虑别的事了。你就像一位行侠的骑士,也许,摆脱了尘世的琐屑。"
dialogue|14|95|Dialogue Text,"For the time being, I think we have said all there is to say on that matter.","就眼下而言,我想这件事我们已经把话都说完了。"
dialogue|14|96|Dialogue Text,'A questing knight. Yes. I like that.,“一位行侠的骑士。”不错。我喜欢这个说法。
dialogue|14|97|Dialogue Text,I don't think so.,我不这么认为。
dialogue|14|98|Dialogue Text,I don't want to answer that just now.,我现在不想回答这个。
dialogue|14|99|Dialogue Text,I suppose. In a sense.,也许吧。在某种意义上。
dialogue|14|9|Menu Text,Very well. 'The Flowermaker.',很好。「制花人。」
dialogue|151|10|Dialogue Text,Different how?,哪里不同?
dialogue|151|11|Dialogue Text,Not so very much older? I wish that's how I felt.,没老太多?我倒希望自己真有这种感觉。
dialogue|151|12|Dialogue Text,"An unresolved thread, [q=alias.formal.fr]. We saw each other last in Paris, when you had but recently completed your service with the Légion du Seuil. You gave me your uniform to tend and mend. You also ordered a new suit of clothes.","一桩悬而未决的线头,[q=alias.formal.fr]。我们最后一次见面是在巴黎,那时您刚从门关军团服役归来。您把制服交给我浆洗缝补,还订了一套新西装。"
dialogue|151|13|Dialogue Text,"[Preen] Oh, you know, one does one's best.","[得意地理了理衣襟] 哦,您知道的,尽力而为罢了。"
dialogue|151|14|Dialogue Text,"Adroitly expressed, monsieur.",先生说得真妙。
dialogue|151|15|Dialogue Text,"I was mistaken? Well, my sight is not what it was.","是我认错了人?唉,我的眼力已大不如前。"
dialogue|151|16|Dialogue Text,[Shrug again.],[再次耸耸肩。]
dialogue|151|1|Dialogue Text,"Tweed-grey eyes, steady behind the spectacle lenses.","一双粗花呢灰的眼睛,沉稳地居于镜片之后。"
dialogue|151|21|Dialogue Text,"No, thank you. Those days are best forgotten.","不了,谢谢。那些日子,最好忘掉。"
dialogue|151|22|Dialogue Text,You kept that?,"那件东西,您还留着?"
dialogue|151|23|Dialogue Text,We keep a small stock of other goods. Perhaps you'd like to see that? Or discuss a commission?,我们还有一小批别的货品。您要不要看看?或者谈一谈定制?
dialogue|151|24|Dialogue Text,[Merchant] What do you have?,[商人] 您有些什么?
dialogue|151|25|Dialogue Text,Perhaps I'll come back later.,也许我改日再来。
dialogue|151|27|Dialogue Text,I met a man in Venice once who liked to say that the past was a foreign country... ,"我在威尼斯曾遇见过一个人,他喜欢说,过去是异国他乡……"
dialogue|151|28|Dialogue Text,"If everything is long ago, everything is foreign. Even the country of my birth, now.","若一切都已遥远,则一切都成异乡。如今,连我出生的国度也不例外。"
dialogue|151|29|Dialogue Text,"You were born in the Republic, you mean? You are a stranger in the State?","您的意思是,您生在共和国?在这邦国里,您是异乡人?"
dialogue|151|2|Dialogue Text,Come in; welcome.,"进来吧,欢迎。"
dialogue|151|30|Dialogue Text,"I never mix business with politics. A rule of long standing. Very useful, this last decade. Now: shall we do business?","我从不把生意与政治混为一谈。这是多年的规矩。过去这十年,尤其受用。好了:我们谈生意吧?"
dialogue|151|31|Dialogue Text,"Later, perhaps.",改日再说吧。
dialogue|151|32|Dialogue Text,You knew me as Spencer Hobson.,您认识的我是斯宾塞·霍布森。
dialogue|151|33|Dialogue Text,You knew me as Sylvain Huissier.,您认识的我是西尔万·韦西耶。
dialogue|151|34|Dialogue Text,"Forgive me, [q=alias.formal.fr], but there is something about you that recalls... the abandoned chocolate-box. The colours are bright, the corners square, the lid only a little askew. But one senses an absence.","恕我直言,[q=alias.formal.fr],您身上有某种东西让我想起……一盒被遗弃的巧克力。色彩鲜亮,棱角方正,盒盖只是微微歪斜。但人感觉得到,里面空了。"
dialogue|151|35|Dialogue Text,"I should not, perhaps, have raised the matter. I hope I have not offended.","也许,我不该提起这件事。希望没有冒犯到您。"
dialogue|151|36|Dialogue Text,[Sniff severely.],[重重地哼了一声。]
dialogue|151|37|Dialogue Text,[Wave the matter away.],"[摆摆手,拂开这个话题。]"
dialogue|151|38|Dialogue Text,"On the basis of our long acquaintance, I asked for nothing on account. In these many years, I abandoned the matter of the new suit: I apologise. However. I believe I have your old uniform here, in the back.","念在咱们多年相识的份上,这笔账我从未催讨过。这些年来,新西装的事我也搁下了:我很抱歉。不过。我想,您那套旧制服还在这儿,在后屋。"
dialogue|151|39|Dialogue Text,The repairs are complete. A small sum is payable.,修补已经完工。还有一小笔钱待付。
dialogue|151|3|Dialogue Text,[q=alias.formal.fr]. Welcome back. How may I assist you today?,[q=alias.formal.fr]。欢迎回来。今天有什么能为您效劳?
dialogue|151|40|Dialogue Text,"I will consider it second-hand inventory, then. Should you change your mind before I find a buyer, let me know.","那么,我就把它当作二手存货处置了。若在我找到买主之前您改变了主意,请告诉我。"
dialogue|151|41|Dialogue Text,"Not 'kept', really. The Janviers are dispersed across the Continent, now. We sold our premises in the Republic, just last month. A number of long-abandoned items were sent on to me. Fortuitous.","谈不上「留着」,真的。如今雅维埃一家已散居欧陆各处。就在上个月,我们卖掉了共和国那边的店铺。许多被弃置多年的物件,辗转寄到了我手上。也是凑巧。"
dialogue|151|42|Dialogue Text,"Later, perhaps. Until then, M. Janvier: this has been a pleasant surprise.","改日再说吧。在那之前,雅维埃先生:这真是一场愉快的意外。"
dialogue|151|43|Dialogue Text,Very good.,很好。
dialogue|151|45|Dialogue Text,"For me, also. Goodbye.","对我而言,也是。再见。"
dialogue|151|46|Dialogue Text,[q=alias.formal.fr].,[q=alias.formal.fr]。
dialogue|151|48|Dialogue Text,"When first I came in, you said that I reminded you of someone you knew long ago... ","我进门时,您说我想起您很久以前认识的一个人……"
dialogue|151|49|Dialogue Text,"I believe I said exactly that, yes. Is there... something to discuss?","我想,我说的正是这句话,是的。有什么……要谈的吗?"
dialogue|151|4|Dialogue Text,[A very long look.],[久久地注视。]
dialogue|151|50|Dialogue Text,Not really. Just thinking aloud.,没什么。只是自言自语。
dialogue|151|51|Dialogue Text,"I understand. A little peculiar, it occurs to me, that one thinks aloud, but that one speaks to oneself. Not 'speaks silently'. No?","我明白。我忽然觉得有几分奇特:人说是「自言自语」,却说是「出声地思考」,而非「无声地说话」。不是吗?"
dialogue|151|52|Dialogue Text,You're a philosopher?,您是哲学家?
dialogue|151|53|Dialogue Text,"A philosopher? In the State? No no, that would not be at all suitable.","哲学家?在这邦国里?不不,那可太不合适了。"
dialogue|151|54|Dialogue Text,You've lost me.,您把我绕糊涂了。
dialogue|151|55|Dialogue Text,"Just thinking aloud, monsieur.","不过是自言自语,先生。"
dialogue|151|56|Dialogue Text,'Silence is silver. Speech is a wound.',"「沉默是银,言语是伤。」"
dialogue|151|57|Dialogue Text,'Speech is a shadow of truth; but by our shadows we are discovered.',"「言语是真理的影子;而我们,正是凭自己的影子被人认出。」"
dialogue|151|58|Dialogue Text,"Acute advice, monsieur. I shall stow it beneath my heart.",先生指点精辟。我会把它收进心底。
dialogue|151|59|Dialogue Text,"Pithy, monsieur. Would that be Meillet? Bréal? But I am diverting you from your purchases. I apologise.","言简意赅,先生。这话莫不是出自梅耶?布雷亚尔?不过,我怕是耽误您选购了。抱歉。"
dialogue|151|5|Dialogue Text,"You remind me, monsieur, of a man I knew long ago. Before the Wars.","先生,您让我想起一位故人,那是我很久以前认识的。大战之前。"
dialogue|151|60|Dialogue Text,No matter. How may I assist you?,无妨。有什么能为您效劳?
dialogue|151|61|Dialogue Text,M. Janvier. The streets of Antibes are wounded. There are cold abysses of silvered darkness.,雅维埃先生。昂蒂布的街道受了伤。横着几道泛银幽暗的冰冷深渊。
dialogue|151|62|Dialogue Text,"Yes. I often pass them on my constitutional walk. 'Janvier,' I say to myself. 'These are bad times. I had never expected to outlive any city that I called home.'","是啊。我常常在散步时从它们旁边经过。「雅维埃,」我对自己说,「这是艰难的时世。我从未想过,自己会活得比我称之为家的每一座城市都久。」"
dialogue|151|63|Dialogue Text,"Then I reflect on the last round of bad times. And the time before that. And the time before... and so I shrug. I complete my constitutional. I am not a repairer of abysses, but only of garments.","然后,我便回想上一轮的坏时世。再上一轮。再上一轮……于是我便耸耸肩,走完这趟散步。我不是修补深渊的人,只是修补衣裳的人。"
dialogue|151|64|Dialogue Text,I admire your aplomb.,我佩服您的从容。
dialogue|151|65|Dialogue Text,You don't wonder why they're there?,"您就不奇怪,它们为何会在那里?"
dialogue|151|66|Dialogue Text,"I thank you for the admiration, [q=alias.formal.fr].","承蒙您的佩服,[q=alias.formal.fr]。"
dialogue|151|67|Dialogue Text,I <i>assume</i> they are expressions of fundamental incompatibility between distinct modes of being. Note their locations: on the border between two versions of Antibes.,"我<i>猜想</i>,它们是不同存在方式之间根本性不相容的显现。请注意它们的位置:正处在两个版本的昂蒂布交界之处。"
dialogue|151|6|Dialogue Text,"Well, everything is long ago, since the Wars.","唉,自大战以来,一切都已很遥远了。"
dialogue|151|7|Dialogue Text,M. Janvier. It's good to see you again.,"雅维埃先生。又见到您,真好。"
dialogue|151|8|Dialogue Text,[Shrug],[耸耸肩]
dialogue|151|9|Dialogue Text,"Yes. Yes, I did. But it's been... ten years? More? You look very different. But not so very much older.","是的。是的,我们见过。但那已是……十年前?或许更久?您看起来判若两人。不过,倒也没老太多。"
dialogue|153|10|Dialogue Text,The victories are notable for being (a) numerous and (b) overwhelming.,"这些胜利之所以引人注目,在于(一)数目众多,(二)势不可挡。"
dialogue|153|11|Dialogue Text,"A number of sheep, and a smaller number of goats, have returned triumphantly from the summer pastures and won local livestock competitions.","若干绵羊,以及数目略少的山羊,已从夏季牧场凯旋,赢得了当地的牲畜比赛。"
dialogue|153|12|Dialogue Text,"The writer notes that no Republican sheep (or goats) have won anything, although he doesn't specify whether this is because Republican animals are effete, or just ineligible.","作者指出,没有共和国的绵羊(或山羊)赢得任何奖项——尽管他没有说明,这是因为共和国的牲畜过于孱弱,还是仅仅不合参赛资格。"
dialogue|153|15|Dialogue Text,The winning animals have been skilfully photographed from angles chosen to emphasise their noble ovine (or caprine) profiles.,"获奖牲口均被巧妙拍摄,取景角度刻意突出它们尊贵的绵羊(或山羊)侧影。"
dialogue|153|1|Dialogue Text,"THE SHEAF. Dated 2nd November? As so often, now, the precise date resists the eye.","《禾捆报》。日期是十一月二日?如今,精确的日期总是不肯映入眼帘,一如近来屡见的情形。"
dialogue|153|2|Dialogue Text,[Flip through.],[翻看。]
dialogue|153|3|Dialogue Text,[Put the newspaper away.],[把报纸收起来。]
dialogue|153|4|Dialogue Text,Headline: A NOOSE AROUND BERLIN! The Ministries shackle the free necks of West Berlin with a merciless BLOCKADE! Starving citizens implore heaven for help!,头版头条:柏林颈上的绞索!联盟以无情的封锁扼住西柏林自由之颈!饥饿的市民向苍天祈求援助!
dialogue|153|5|Dialogue Text,The Allies answer! The mighty air forces of the Incorporates and the State rain down bounteous plenty on the suffering citizenry!,盟国回应!集团与邦国的强大空军向受苦的市民倾洒丰饶的物资!
dialogue|153|6|Dialogue Text,"Even the English - and even the effete secessionaries of the Republic - have belatedly joined the effort, although they rely on the State and the Incorporates to provide the cargo, so feeble are their own economies...","连英格兰人——甚至共和国那些孱弱的分离派——也姗姗来迟地加入其中,尽管他们要仰赖邦国与集团提供货物,自家经济实在太孱弱了……"
dialogue|153|7|Dialogue Text,[Read about numerous overwhelming victories in Indochina.],[阅读关于印度支那诸多压倒性胜利的报道。]
dialogue|153|8|Dialogue Text,[Read other news.],[阅读其他新闻。]
dialogue|153|9|Dialogue Text,"Thankfully, the State bears the burden of the war in the former colonial possessions of poor lost France. Ergo, the victories continue.","幸而,邦国在可怜的、已然沦亡的法国昔日的殖民地上扛起了战争的担子。因此,胜利仍在继续。"
dialogue|154|1|Dialogue Text,'The Pilgrim Rose - S Hobson.','朝圣玫瑰——斯·霍布森。'
dialogue|154|2|Dialogue Text,[Riffle through.],[随手翻看。]
dialogue|154|3|Dialogue Text,[Put it away.],[收起来。]
dialogue|154|4|Dialogue Text,Better than I feared; less subtle than I remembered.,比我担心的要好;比我记忆中的更不含蓄。
dialogue|154|5|Dialogue Text,A many-storyed hospital populated by masked eccentrics. Any adept would recognise it as the [[Mansus]].,"一座有许多层楼的大医院,住满了戴面具的怪人。任何修士都会认出这是[[漫宿]]。"
dialogue|154|6|Dialogue Text,The old woman who masquerades as the Pilgrim's mother. Her attributes strongly suggest the [[Vagabond]].,那个伪装成巡礼者母亲的老妇人。她的种种特质强烈地指向[[浪游旅人]]。
dialogue|154|7|Dialogue Text,I wanted pyrotechnics for the ending The stage manager overruled me. Probably for the best.,结尾我本想要烟花效果。舞台经理否决了我。或许这样最好。
dialogue|155|100|Dialogue Text,Long may his reputation survive without further tarnish.,愿他的名声长存，而且别再添新的污点。
dialogue|155|101|Dialogue Text,May he jolly well sort everything out!,愿他赶紧把这一切都收拾妥当！
dialogue|155|102|Dialogue Text,"Oh yes! Vive, what?",哦，对！万岁，什么来着？
dialogue|155|104|Dialogue Text,"This is in order. You may go about your business, monsieur. Unless there was something else?",证件没有问题。您可以去办自己的事了，先生。还有别的事吗？
dialogue|155|105|Dialogue Text,"Acceptable, I suppose. Was there anything else?",我想还算可以。还有别的事吗？
dialogue|155|107|Dialogue Text," This appears to be in order, Monsieur Hobson. Unless there was something else?",这份证件看起来没有问题，霍布森先生。还有别的事吗？
dialogue|155|108|Dialogue Text,"This document would be satisfactory... except that you told me, earlier, that your name was [q=alias.last]. This is an entirely different name.",这份文件本来可以通过……可您先前告诉我，您的姓是[q=alias.last]。这上面完全是另一个名字。
dialogue|155|109|Dialogue Text,Let me see. ,让我看看。
dialogue|155|110|Dialogue Text,"I am not familiar with... well, yes, hm...",我不太熟悉……嗯，是，唔……
dialogue|155|112|Dialogue Text,"Well, we cannot choose where we are born. [A snuffle of hilarity.] Let me see.",唉，人没法选择自己出生在哪里。[他忍俊不禁地哼了一声。] 让我看看。
dialogue|155|114|Dialogue Text,[q=alias.last]? I can't honestly call to mind anyone of that name  - you mean me? No no no - I'm afraid you must have me confused with someone else. I know how busy are the Milice.,[q=alias.last]？说实话，我完全想不起有谁叫这个名字——你说的是我？不不不——恐怕您把我跟别人弄混了。我知道法国民兵很忙。
dialogue|155|117|Dialogue Text,"...perhaps, after all, you're right. Very well.",……也许，到头来你是对的。很好。
dialogue|155|118|Dialogue Text,I'm certain that was the name you gave.,我很确定你当时说的就是这个名字。
dialogue|155|119|Dialogue Text,[q=alias.last]? Excuse me - do I look like a [q=alias.last]?,[q=alias.last]？劳驾——你看我像一个[q=alias.last]吗？
dialogue|155|121|Dialogue Text,Hm. Eh. Very well.,嗯。呃。很好。
dialogue|155|122|Dialogue Text,I think that in fact you do.,我觉得你其实挺像。
dialogue|155|123|Dialogue Text,I have no excuses. I can only throw myself upon the mercy of the State.,我无话可辩。只能请求邦国宽恕。
dialogue|155|124|Dialogue Text,"Léon looks surprised, then delighted. He unfastens his truncheon from his belt.",莱昂先是一惊，随即喜出望外。他解开腰间警棍的扣带。
dialogue|155|127|Dialogue Text,"[Shrug] Lock me up, if you like.",[耸肩] 你想抓就抓吧。
dialogue|155|128|Dialogue Text,"In the name of the State, I place you under arrest! Come with me, immediately.",以邦国之名，我宣布逮捕你！立刻跟我走！
dialogue|155|129|Dialogue Text,"[Follow Léon, gloweringly.]",[阴沉着脸跟莱昂走。]
